caldt,t30ret
2022-11-30,0.002856
2022-12-30,0.003379
2023-01-31,0.003506
2023-02-28,0.003450
2023-03-31,0.003638
2023-04-28,0.003640
2023-05-31,0.003662
2023-06-30,0.004078
2023-07-31,0.004391
2023-08-31,0.004537
2023-09-29,0.004267
2023-10-31,0.004715
2023-11-30,0.004424
2023-12-29,0.004266
2024-01-31,0.004729
2024-02-29,0.004224
2024-03-28,0.004157
2024-04-30,0.004864
2024-05-31,0.004415
2024-06-28,0.004125
2024-07-31,0.004711
2024-08-30,0.004419
2024-09-30,0.004619
2024-10-31,0.003907
2024-11-29,0.003955
2024-12-31,0.003663
